2 48,98548 0 0 0 0 360 360 360 360 255 0
2 49,02777 0 0 0 0 360 360 360 360 255 0
2 49,07448 0 0 0 0 360 360 360 360 255 0
2 49,1181 0 0 0 0 360 360 360 360 255 0
2 49,16797 0 0 0 0 360 360 360 360 255 0
2 49,22168 0 0 0 0 360 360 360 360 255 0
2 49,26319 0 0 0 0 360 360 360 360 255 0
2 49,30535 0 0 0 0 360 360 360 360 255 0
2 49,34832 0 0 0 0 360 360 360 360 255 0
2 49,38266 0 0 0 0 360 360 360 360 255 0
2 49,42243 0 0 0 0 360 360 360 360 255 0
2 49,47091 0 0 0 0 360 360 360 360 255 0
2 49,51401 0 0 0 0 360 360 360 360 255 0
2 49,55104 0 0 0 0 360 360 360 360 255 0
2 49,59313 0 0 0 0 360 360 360 360 255 0
2 49,62455 0 0 0 0 360 360 360 360 255 0
2 49,6571 0 0 0 0 360 360 360 360 255 0
2 49,69184 0 0 0 0 360 360 360 360 255 0
2 49,72082 0 0 0 0 360 360 360 360 255 0
2 49,75345 0 0 0 0 360 360 360 360 255 0
2 49,78886 0 0 0 0 360 360 360 360 255 0
2 49,8171 0 0 0 0 360 360 360 360 255 0
2 49,84732 0 0 0 0 360 360 360 360 255 0
2 49,87897 0 0 0 0 360 360 360 360 255 0
2 49,9038 0 0 0 0 360 360 360 360 255 0
2 49,93036 0 0 0 0 360 360 360 360 255 0
2 49,95874 0 0 0 0 360 360 360 360 255 0
2 49,98117 0 0 0 0 361 360 360 360 255 0
2 50,0032 0 0 0 0 361 360 360 360 255 0
2 50,02541 0 0 0 0 361 360 360 360 255 0
2 50,04266 0 0 0 0 361 360 360 360 255 0
2 50,06102 0 0 0 0 361 360 360 360 255 0
2 50,08059 0 0 0 0 361 360 360 360 255 0
2 50,09619 0 0 0 0 361 360 361 360 255 0
2 50,11222 0 0 0 0 361 360 361 360 255 0
2 50,12782 0 0 0 0 361 360 361 360 255 0
2 50,13923 0 0 0 0 361 360 361 360 255 0
2 50,14983 0 0 0 0 361 360 361 360 255 0
2 50,15915 0 0 0 0 361 360 361 360 255 0
2 50,16531 0 0 0 0 361 360 361 360 255 0
2 50,17128 0 0 0 0 361 360 361 360 255 0
2 50,17846 0 0 0 0 361 360 361 360 255 0
2 50,18459 0 0 0 0 361 360 361 360 255 0
2 50,1917 0 0 0 0 361 360 361 360 255 0
2 50,1997 0 0 0 0 361 360 361 360 255 0
