2 41,45464 0 0 0 0 346 347 364 364 255 0 0 0,6359212 -0,03278249 -13,58791
2 41,67789 0 0 0 0 346 347 364 364 255 0 0 1,011201 0,1775412 -13,39634
2 41,90115 0 0 0 0 346 346 364 364 255 0 0 1,411728 0,2849851 -13,40325
2 42,1197 0 0 0 0 346 346 364 364 255 0 0 1,834151 0,1543554 -13,04055
2 42,35232 0 0 0 0 346 346 363 363 255 0 -1 2,408203 0,03913992 -12,61892
2 42,53955 0 0 0 0 346 346 363 363 255 0 -1 3,005336 -0,03079212 -12,45656
2 42,74494 0 0 0 0 346 346 363 363 255 0 -2 3,644074 -0,1048625 -12,30141
2 42,96685 0 0 0 0 346 346 362 362 255 0 -3 4,385643 -0,2537437 -12,08247
2 43,14695 0 0 0 0 346 346 362 362 255 0 -3 5,151171 -0,4355554 -12,00673
2 43,34744 0 0 0 0 346 346 362 362 255 0 -4 4,65645 -0,4108139 -12,06077
2 43,55033 0 0 0 0 346 346 362 362 255 0 -4 4,723099 -0,3053134 -12,24674
2 43,75667 0 0 0 0 346 346 361 361 255 0 -4 4,926699 -0,1947965 -12,45355
2 43,96475 0 0 0 0 346 346 361 361 255 0 -4 5,154459 -0,06401864 -12,54785
2 44,17287 0 0 0 0 346 346 361 361 255 0 -4 5,274708 0,07430269 -12,54272
2 44,37968 0 0 0 0 346 346 361 361 255 0 -3 5,259217 0,2372554 -12,45321
2 44,58349 0 0 0 0 346 346 361 361 255 0 -3 5,092962 0,3528552 -12,26268
2 44,804 0 0 0 0 346 346 360 360 255 0 -2 4,779375 0,4093498 -12,05853
2 44,98219 0 0 0 0 346 346 360 360 255 0 -2 4,384156 0,3604989 -11,92427
2 45,17847 0 0 0 0 346 346 360 360 255 0 -1 3,860795 0,2718304 -11,80177
2 45,39277 0 0 0 0 346 346 360 360 255 0 -1 3,734389 0,1265899 -11,71045
2 45,56672 0 0 0 0 346 346 359 360 255 0 0 3,435691 0,0560577 -11,61605
2 45,75826 0 0 0 0 346 346 359 359 255 0 0 3,078043 -0,003961219 -11,50132
2 45,94786 0 0 0 0 346 346 359 359 255 0 0 2,706968 -0,04733707 -11,37671
2 46,1362 0 0 0 0 346 346 359 359 255 0 0 2,403428 -0,09807263 -11,30815
2 46,3243 0 0 0 0 346 346 358 359 255 0 0 2,12447 -0,1175789 -11,29389
2 46,5314 0 0 0 0 346 346 358 359 255 0 0 1,853087 -0,1199488 -11,30491
2 46,70103 0 0 0 0 346 346 358 358 255 0 0 1,617769 -0,1140477 -11,31038
2 46,88939 0 0 0 0 346 346 358 358 255 0 0 1,419231 -0,04673646 -11,30574
2 47,09616 0 0 0 0 346 346 358 358 255 0 0 1,236355 0,01850176 -11,27897
2 47,26457 0 0 0 0 346 346 357 358 255 0 0 1,095098 0,06609046 -11,22674
2 47,45057 0 0 0 0 346 346 357 358 255 0 0 1,197227 0,08315881 -11,15086
2 47,65385 0 0 0 0 346 346 357 357 255 0 0 1,518828 0,1187005 -11,08039
2 47,8188 0 0 0 0 346 346 357 357 255 0 0 1,840975 0,122071 -10,98869
2 48,00028 0 0 0 0 346 346 357 357 255 0 0 2,236154 0,1149404 -10,87025
2 48,17968 0 0 0 0 346 346 357 357 255 0 -1 2,750223 0,0848814 -10,73713
2 48,35724 0 0 0 0 346 346 356 357 255 0 -1 3,276512 0,03405071 -10,64171
2 48,53338 0 0 0 0 346 346 356 356 255 0 -2 3,880866 -0,01565851 -10,55916
2 48,70799 0 0 0 0 346 346 356 356 255 0 -2 4,547863 -0,05233923 -10,46354
2 48,88092 0 0 0 0 346 346 356 356 255 0 -3 5,057903 -0,09397504 -10,39633
2 49,05289 0 0 0 0 346 346 356 356 255 0 -3 5,318337 0,003332259 -10,34506
2 49,24215 0 0 0 0 346 346 356 356 255 0 -4 5,169708 0,01255963 -10,365
2 49,39735 0 0 0 0 346 346 356 356 255 0 -4 5,262479 0,03640278 -10,39282
2 49,57013 0 0 0 0 346 346 355 356 255 0 -4 5,376451 0,08722912 -10,43018
2 49,69948 0 0 0 0 346 346 355 355 76 0 -3 5,527211 0,2365726 -9,082003
2 49,65785 0 0 0 0 346 346 355 355 76 0 -3 5,86133 0,2889837 -0,2898239
2 49,61161 0 0 0 0 346 346 355 355 76 0 -3 5,415284 0,4412099 3,065806
2 49,57118 0 0 0 0 346 346 354 354 76 0 -2 4,588712 0,5635041 2,981755
2 49,56198 0 0 0 0 346 346 354 354 255 0 -2 3,823662 0,4387515 2,383466
2 49,56876 0 0 0 0 346 346 354 354 255 0 -1 3,337821 -0,02078225 2,515655
2 49,60284 0 0 0 0 346 346 354 354 255 0 -1 3,155911 0,3007247 -4,891098
2 49,65218 0 0 0 0 346 346 353 353 255 0 -1 3,020955 2,267884 -3,185822
2 49,78186 0 0 0 0 346 346 353 353 255 0 0 2,386108 2,653217 -7,878137
2 49,9765 0 0 0 0 346 346 353 353 255 0 0 1,860657 1,617101 -11,40433
2 50,19041 0 0 0 0 346 346 353 353 255 0 0 1,660768 1,488248 -14,79991
2 50,48099 0 0 0 0 346 346 353 353 255 0 0 1,469671 3,139198 -17,73217
2 50,69264 0 0 0 0 346 346 353 353 255 0 0 1,470782 4,838456 -4,35244
2 50,89184 0 0 0 0 346 346 353 353 255 0 0 1,271574 4,930118 -11,76203
2 51,0547 0 0 0 0 346 346 353 353 255 0 0 1,009675 4,1692 -9,539627
2 51,19763 0 0 0 0 346 346 353 353 255 0 0 0,7683349 2,466003 -8,654981
2 51,33453 0 0 0 0 346 346 352 353 255 0 0 0,6387433 0,867495 -9,860757
2 51,49686 0 0 0 0 346 346 353 353 255 0 0 0,849944 -0,8311641 -9,856229
2 51,65397 0 0 0 0 346 346 352 352 255 0 0 1,119329 -2,132529 -9,305095
2 51,80804 0 0 0 0 346 346 352 353 255 0 0 1,336447 -2,501887 -9,155193
2 51,96586 0 0 0 0 346 346 352 352 255 0 0 1,69314 -2,046062 -9,452353
2 52,14198 0 0 0 0 346 346 352 352 255 0 0 2,238409 -1,098354 -9,579427
2 52,28829 0 0 0 0 346 346 352 352 255 0 -1 2,832844 -0,2638368 -9,777454
2 52,45436 0 0 0 0 346 346 352 352 255 0 -1 3,44137 0,2767018 -10,0159
2 52,6371 0 0 0 0 346 346 352 352 255 0 -2 4,116445 0,4747715 -9,986486
2 52,78382 0 0 0 0 346 346 352 352 255 0 -2 4,821754 0,5241484 -9,786044
2 52,94281 0 0 0 0 346 346 352 352 255 0 -3 5,630998 0,4710885 -9,528706
2 53,09764 0 0 0 0 346 346 352 352 255 0 -3 6,086041 0,4626149 -9,272501
2 53,24981 0 0 0 0 346 346 352 352 255 0 -3 6,11995 0,3472247 -9,149478
2 53,40129 0 0 0 0 346 346 352 352 255 0 -4 6,023089 0,1551118 -9,136276
2 53,55382 0 0 0 0 346 346 352 352 255 0 -4 6,022507 -0,02385882 -9,230188
2 53,70729 0 0 0 0 346 346 352 352 255 0 -3 6,016585 -0,06546603 -9,286776
2 53,86065 0 0 0 0 346 346 352 352 255 0 -3 5,909683 -0,07448904 -9,268943
2 54,02823 0 0 0 0 346 346 351 352 255 0 -3 5,65323 -0,05592951 -9,19793
2 54,16469 0 0 0 0 346 346 351 351 255 0 -2 5,319628 -0,06543241 -9,155484
2 54,31644 0 0 0 0 346 346 351 351 255 0 -2 4,923893 0,07081862 -9,15858
2 54,46762 0 0 0 0 346 346 351 351 255 0 -1 4,3917 0,3560321 -9,107346
2 54,61742 0 0 0 0 346 346 351 351 255 0 -1 4,077481 0,4963929 -9,01314
2 54,76556 0 0 0 0 346 346 351 351 255 0 -1 3,764986 0,5033178 -8,903935
2 54,92862 0 0 0 0 346 346 351 351 255 0 0 3,341128 0,6462229 -8,930522
2 55,06284 0 0 0 0 346 346 351 351 255 0 0 2,92229 0,5492973 -8,969982
2 55,21163 0 0 0 0 346 346 351 351 255 0 0 2,54433 0,4200512 -8,93618
2 55,37386 0 0 0 0 346 346 351 351 255 0 0 2,222961 0,5378076 -8,836406
2 55,50394 0 0 0 0 346 346 351 351 255 0 0 1,962584 1,142566 -8,657362
2 55,64682 0 0 0 0 346 346 351 351 255 0 0 1,640511 1,367908 -8,565784
2 55,80376 0 0 0 0 346 346 351 351 255 0 0 1,341109 1,436949 -8,559205
2 55,93659 0 0 0 0 346 346 351 351 255 0 0 1,111066 2,748319 -8,930885
2 56,08924 0 0 0 0 346 346 351 351 255 0 0 0,9204856 2,957037 -9,177077
2 56,2574 0 0 0 0 346 346 350 351 255 0 0 0,7901877 2,822438 -9,109166
2 56,39334 0 0 0 0 346 346 350 350 255 0 0 0,649448 3,667147 -9,028093
2 56,5391 0 0 0 0 346 346 350 350 255 0 0 0,6113108 3,967597 -8,715381
2 56,67963 0 0 0 0 346 346 350 350 255 0 0 0,572906 2,267848 -8,371002
2 56,81308 0 0 0 0 346 346 350 350 255 0 0 0,5932401 1,164276 -7,937289
2 56,94072 0 0 0 0 346 346 350 350 255 0 0 0,6074178 0,2879718 -7,610307
2 57,0713 0 0 0 0 346 346 350 350 255 0 0 0,5891933 -1,569986 -6,968078
2 57,17063 0 0 0 0 346 346 350 350 255 0 0 0,5530574 -3,154819 -6,607719
2 57,28463 0 0 0 0 346 346 350 350 255 0 0 0,4894608 -3,593486 -6,96803
2 57,41964 0 0 0 0 346 346 350 350 255 0 0 0,4624378 -3,770056 -7,476745
2 57,54586 0 0 0 0 346 346 350 350 255 0 0 0,4435306 -2,882413 -8,543822
2 57,70115 0 0 0 0 346 346 350 350 255 0 0 0,3994107 -1,850261 -9,421669
2 57,87825 0 0 0 0 346 346 350 350 255 0 0 0,3678168 -0,2623313 -9,698696
2 58,01586 0 0 0 0 346 346 350 350 255 0 0 0,3346621 0,9717089 -9,113491
2 58,15335 0 0 0 0 346 346 350 350 255 0 0 0,3433408 1,653112 -8,150434
2 58,29971 0 0 0 0 346 346 350 350 255 0 0 0,3328267 1,901313 -7,967256
2 58,41879 0 0 0 0 346 346 350 350 255 0 0 0,3300919 1,687325 -7,923291
2 58,55089 0 0 0 0 346 346 350 350 255 0 0 0,3224093 1,174636 -7,929726
2 58,6924 0 0 0 0 346 346 350 350 255 0 0 0,6648952 0,5376581 -7,662053
2 58,80758 0 0 0 0 346 346 350 350 255 0 0 1,040094 -0,251649 -7,688261
2 58,93506 0 0 0 0 346 346 350 350 255 0 0 1,400744 -0,8187002 -7,628425
2 59,07595 0 0 0 0 346 346 350 350 255 0 0 1,822238 -1,041541 -7,703335
2 59,19006 0 0 0 0 346 346 350 350 255 0 0 2,36163 -1,092939 -7,565307
2 59,31524 0 0 0 0 346 346 349 349 255 0 -1 3,059768 -0,9605924 -7,52303
2 59,4519 0 0 0 0 346 346 349 349 255 0 -1 3,74504 -1,046063 -7,441958
2 59,5633 0 0 0 0 346 346 349 349 255 0 -2 4,424955 -1,294519 -7,465884
2 59,68803 0 0 0 0 346 346 349 349 255 0 -2 5,907617 0,7714663 -7,513559
