2 59,82745 0 0 0 0 346 346 349 349 255 0 -3 6,832241 1,404675 -7,6509
2 59,94573 0 0 0 0 346 346 349 349 255 0 -3 7,051903 1,779957 -7,886693
2 60,08726 0 0 0 0 346 346 349 349 255 0 -3 8,170778 3,120638 -8,603274
2 60,22931 0 0 0 0 346 346 349 349 255 0 -3 8,520688 3,389807 -8,633396
2 60,3638 0 0 0 0 346 346 349 349 255 0 -3 8,799735 3,656734 -8,036885
2 60,48649 0 0 0 0 346 346 349 349 255 0 -3 8,697683 4,008604 -7,374492
2 60,61523 0 0 0 0 346 346 349 349 255 0 -3 7,990627 3,361997 -7,052114
2 60,71668 0 0 0 0 346 346 349 349 255 0 -3 6,765268 2,249106 -6,790836
2 60,82439 0 0 0 0 346 346 349 349 255 0 -3 5,49854 0,3756355 -6,46514
2 60,94222 0 0 0 0 346 346 349 349 255 0 -2 4,613631 -1,312158 -6,487939
2 61,04063 0 0 0 0 346 346 349 349 255 0 -2 3,983593 -2,679753 -6,623732
2 61,15208 0 0 0 0 346 346 349 349 255 0 -2 3,3959 -3,126165 -6,76123
2 61,27807 0 0 0 0 346 346 349 349 255 0 -1 3,422368 -2,552534 -6,921431
2 61,38385 0 0 0 0 346 346 349 349 255 0 -1 3,503619 -1,771999 -7,101873
2 61,45786 0 0 0 0 345 346 349 349 76 0 -1 3,912917 -0,3602366 -5,507636
2 61,40202 0 0 0 0 345 346 349 349 76 0 0 4,355639 0,6326019 0,5651665
2 61,34035 0 0 0 0 345 345 349 349 76 0 -1 4,693338 1,358531 2,993552
2 61,28167 0 0 0 0 345 345 349 349 76 0 -1 5,040332 2,113997 3,956099
2 61,26561 0 0 0 0 345 345 349 349 255 0 -1 5,343659 2,033661 1,096325
2 61,21386 0 0 0 0 345 345 348 349 255 0 -1 5,592067 1,20737 6,560282
2 61,22708 0 0 0 0 345 345 348 349 255 0 -2 6,006005 0,8279524 -2,068831
2 61,26521 0 0 0 0 345 345 348 348 255 0 -2 6,261019 -0,7285914 -3,562037
2 61,33074 0 0 0 0 345 345 348 348 255 0 -3 6,019202 -1,566312 -4,213034
2 61,44657 0 0 0 0 345 345 348 348 255 0 -3 5,459198 -2,495829 -7,32621
2 61,60247 0 0 0 0 345 345 348 349 255 0 -3 4,918682 -3,250117 -8,880269
2 61,75505 0 0 0 0 345 345 349 349 255 0 -3 4,550996 -3,243928 -10,55508
2 61,87693 0 0 0 0 345 345 348 349 255 0 -3 5,149567 -3,490218 -6,092678
2 62,03403 0 0 0 0 345 345 349 349 255 0 -2 4,948802 -2,772679 -8,675515
2 62,15794 0 0 0 0 345 345 349 349 255 0 -2 5,447938 -1,971289 -5,827277
2 62,27704 0 0 0 0 345 345 349 349 255 0 -2 5,55972 -0,06475458 -7,002173
2 62,42003 0 0 0 0 345 345 349 349 255 0 -1 5,016645 1,350087 -8,787794
2 62,54714 0 0 0 0 345 345 349 349 255 0 -1 5,007128 0,8765478 -7,843029
2 62,66441 0 0 0 0 345 345 349 349 255 0 0 4,698487 1,423847 -7,46347
2 62,79883 0 0 0 0 345 345 349 349 255 0 0 3,783319 -0,1152521 -7,595451
2 62,89866 0 0 0 0 345 345 349 349 255 0 0 3,176581 -1,423308 -6,580688
2 62,99332 0 0 0 0 345 345 348 349 255 0 0 2,749339 -1,405322 -5,546669
2 63,07643 0 0 0 0 345 345 349 349 255 0 0 2,475111 -3,595336 -4,419621
2 63,14593 0 0 0 0 345 345 348 349 255 0 0 2,545417 -3,34308 -4,695233
2 63,24545 0 0 0 0 345 345 349 349 255 0 0 2,578852 -3,092034 -6,220007
2 63,38548 0 0 0 0 345 345 348 349 255 0 0 2,97512 -1,815164 -8,94155
2 63,54712 0 0 0 0 345 345 349 349 255 0 -1 3,590969 0,03628078 -9,656309
2 63,68682 0 0 0 0 345 345 348 349 255 0 -1 4,593515 2,636312 -8,23091
2 63,7975 0 0 0 0 345 345 348 349 255 0 -1 6,152162 4,669114 -6,392467
2 63,90169 0 0 0 0 345 345 348 349 255 0 -2 7,626333 5,714431 -6,328693
2 64,01315 0 0 0 0 345 345 348 349 255 0 -2 8,834346 5,981342 -6,774679
2 64,13248 0 0 0 0 345 345 348 349 255 0 -3 9,838078 5,744264 -6,510386
2 64,22435 0 0 0 0 345 345 348 349 255 0 -4 10,41891 3,796942 -6,152654
2 64,3278 0 0 0 0 346 346 348 349 255 0 -4 10,86582 1,754503 -6,390391
2 64,43398 0 0 0 0 345 346 348 349 255 0 -4 11,35453 0,03914925 -6,491868
2 64,53645 0 0 0 0 346 346 348 349 255 0 -5 11,57874 -1,814703 -6,29107
2 64,6304 0 0 0 0 346 346 348 349 255 0 -5 11,41353 -1,774451 -5,736243
2 64,71922 0 0 0 0 346 346 348 349 255 0 -6 11,62957 -1,444702 -5,506182
2 64,80779 0 0 0 0 346 346 348 349 255 0 -6 11,77164 -0,7176644 -5,568325
2 64,91132 0 0 0 0 346 346 348 349 255 0 -5 12,08613 1,650273 -6,674121
2 65,02985 0 0 0 0 346 346 349 349 255 0 -5 13,66989 2,902879 -7,568203
2 65,15926 0 0 0 0 346 346 349 349 255 0 -4 15,49116 3,999765 -8,130016
2 65,27621 0 0 0 0 346 346 349 349 255 0 -4 15,07249 4,561382 -7,219671
2 65,3919 0 0 0 0 346 346 349 349 255 0 -3 14,18163 5,609347 -6,475255
2 65,48234 0 0 0 0 346 346 349 349 255 0 -3 13,11712 7,122462 -6,261048
2 65,5824 0 0 0 0 346 346 348 349 255 0 -3 10,6848 6,200848 -6,140943
2 65,67814 0 0 0 0 346 346 348 349 255 0 -3 7,842026 4,784186 -5,76803
2 65,77061 0 0 0 0 346 346 348 349 255 0 -2 5,912494 2,556231 -5,569939
2 65,86353 0 0 0 0 346 346 348 349 255 0 -2 4,413772 0,4482675 -5,636347
2 65,96777 0 0 0 0 345 346 348 349 255 0 -2 3,794572 -1,801174 -5,729666
2 66,05478 0 0 0 0 346 346 348 349 255 0 -1 3,33477 -2,678347 -5,881352
2 66,15441 0 0 0 0 345 346 348 349 255 0 -1 2,967646 -1,577396 -6,020147
2 66,26756 0 0 0 0 345 346 348 349 255 0 -1 2,714422 -0,2531455 -6,221756
2 66,36148 0 0 0 0 345 346 348 349 255 0 0 2,392494 1,004834 -6,261806
2 66,46734 0 0 0 0 345 346 348 349 255 0 0 2,037447 1,895204 -6,374116
2 66,58204 0 0 0 0 345 346 348 349 255 0 0 1,729154 3,014123 -6,221524
2 66,67314 0 0 0 0 345 346 348 349 255 0 0 1,734819 2,901787 -6,05448
2 66,77034 0 0 0 0 345 346 348 348 255 0 0 2,111317 2,43209 -5,789921
2 66,87762 0 0 0 0 345 346 348 348 255 0 0 2,516402 2,2973 -5,839758
2 66,96427 0 0 0 0 345 346 348 348 255 0 0 3,194456 2,375615 -5,784129
2 67,05924 0 0 0 0 345 346 348 348 255 0 -1 3,831703 2,069798 -5,668203
2 67,16351 0 0 0 0 345 346 348 348 255 0 -1 4,686162 1,851944 -5,770978
2 67,25002 0 0 0 0 345 346 348 348 255 0 -1 5,691614 2,009824 -5,770819
2 67,34676 0 0 0 0 345 346 347 348 255 0 -2 7,07793 2,588638 -5,864106
2 67,44945 0 0 0 0 345 346 347 348 255 0 -2 8,584362 2,692997 -5,564163
2 67,53497 0 0 0 0 345 346 347 348 255 0 -3 9,578993 2,274673 -5,790362
2 67,63068 0 0 0 0 345 346 347 348 255 0 -3 11,69735 3,3428 -5,815005
2 67,72491 0 0 0 0 345 346 347 348 255 0 -4 13,89774 4,336152 -5,742723
2 67,81291 0 0 0 0 346 346 347 348 255 0 -5 15,41561 4,295691 -5,46334
2 67,90044 0 0 0 0 346 346 347 348 255 0 -5 17,23761 4,638583 -5,474899
2 67,9986 0 0 0 0 346 346 348 348 255 0 -6 19,14431 5,378562 -5,740725
2 68,07619 0 0 0 0 346 346 348 348 255 0 -6 20,1742 4,660407 -5,501802
2 68,15854 0 0 0 0 346 347 348 348 255 0 -7 21,26823 4,034001 -5,33155
2 68,23531 0 0 0 0 346 347 348 349 255 0 -7 22,808 3,768573 -5,01016
2 68,30901 0 0 0 0 346 348 348 349 255 0 -8 23,14954 2,96919 -4,927414
2 68,37708 0 0 0 0 346 348 348 349 255 0 -8 23,7373 1,902628 -4,574842
2 68,45276 0 0 0 0 347 348 348 349 255 0 -9 24,42176 1,478794 -4,814006
2 68,51463 0 0 0 0 347 349 348 349 255 0 -9 25,99554 1,647469 -4,97887
2 68,58368 0 0 0 0 347 350 348 350 255 0 -10 26,87746 1,398914 -4,993639
2 68,65194 0 0 0 0 347 350 349 350 255 0 -10 28,73051 1,601637 -5,154344
2 68,72112 0 0 0 0 347 351 349 350 255 0 -11 28,94011 2,204603 -5,241747
2 68,79012 0 0 0 0 347 352 349 351 255 0 -11 30,20291 2,758735 -5,348051
2 68,86221 0 0 0 0 347 352 350 352 255 0 -11 30,15941 2,652675 -5,095127
2 68,92101 0 0 0 0 347 353 350 352 255 0 -11 30,06778 2,701456 -5,15667
2 68,98521 0 0 0 0 348 353 350 352 255 0 -11 30,19072 2,999897 -5,057211
2 69,04929 0 0 0 0 348 353 350 353 255 0 -10 29,21281 2,810378 -5,009455
2 69,11427 0 0 0 0 348 354 350 353 255 0 -10 27,99926 2,168017 -5,081966
2 69,18365 0 0 0 0 348 354 350 353 255 0 -10 27,25615 2,385637 -5,238579
2 69,26363 0 0 0 0 348 354 351 354 255 0 -9 26,53738 2,567031 -5,394291
2 69,32907 0 0 0 0 348 354 351 354 255 0 -8 25,01304 2,073685 -5,25175
2 69,40242 0 0 0 0 348 355 351 354 255 0 -8 23,58823 1,985271 -5,22194
2 69,48362 0 0 0 0 348 354 351 354 255 0 -7 22,53391 2,460654 -5,129108
2 69,54999 0 0 0 0 348 355 351 354 255 0 -7 21,64248 2,26762 -5,068847
2 69,62212 0 0 0 0 348 354 351 354 255 0 -7 20,89898 1,688576 -4,898599
2 69,70251 0 0 0 0 348 355 351 354 255 0 -6 20,29698 1,643193 -4,889009
2 69,76907 0 0 0 0 348 354 351 354 255 0 -6 20,11905 1,618337 -4,947311
2 69,84192 0 0 0 0 348 355 351 354 255 0 -6 19,85189 1,31149 -4,804842
2 69,91414 0 0 0 0 348 355 351 354 255 0 -7 19,95496 1,153732 -4,802039
2 69,98583 0 0 0 0 348 355 351 354 255 0 -7 20,97576 1,599483 -4,76857
2 70,05659 0 0 0 0 348 355 351 354 255 0 -7 21,72099 1,821416 -4,754648
2 70,13142 0 0 0 0 349 355 351 354 255 0 -8 23,13811 2,542327 -4,586917
2 70,19413 0 0 0 0 349 355 351 354 255 0 -8 24,41679 3,071766 -4,803994
2 70,26554 0 0 0 0 349 355 351 354 255 0 -8 26,51726 4,221025 -5,105641
2 70,33559 0 0 0 0 349 356 351 354 255 0 -9 27,63753 4,615112 -4,922853
2 70,40229 0 0 0 0 349 356 351 354 255 0 -9 28,68411 4,535614 -4,821249
2 70,46279 0 0 0 0 349 357 351 354 255 0 -9 30,43332 5,546856 -4,454038
2 70,52398 0 0 0 0 349 357 351 354 255 0 -10 31,3705 5,458479 -4,211333
2 70,57114 0 0 0 0 349 358 351 354 255 0 -11 31,00031 4,320041 -4,056959
2 70,62457 0 0 0 0 350 358 351 355 255 0 -11 31,34121 3,704623 -4,180577
2 70,67738 0 0 0 0 350 359 351 355 255 0 -12 32,46344 3,756367 -4,274927
2 70,72709 0 0 0 0 350 360 351 355 255 0 -12 32,83853 2,034688 -4,048326
2 70,77651 0 0 0 0 350 360 352 355 255 0 -12 32,74469 1,978925 -4,177438
2 70,83076 0 0 0 0 350 361 352 356 255 0 -13 34,12418 2,400506 -4,337618
2 70,87393 0 0 0 0 350 362 352 356 255 0 -13 35,39188 2,153829 -4,285962
2 70,91808 0 0 0 0 351 363 352 356 255 0 -14 35,41391 1,67497 -4,139942
2 70,96236 0 0 0 0 351 364 352 357 255 0 -14 34,66777 2,098193 -4,197176
2 71,00918 0 0 0 0 351 365 353 357 255 0 -14 35,46773 3,062539 -4,437758
2 71,0556 0 0 0 0 351 365 353 357 255 0 -14 34,52848 2,148794 -4,339336
2 71,10671 0 0 0 0 351 366 353 358 255 0 -14 33,51854 1,772469 -4,363976
2 71,14952 0 0 0 0 351 366 353 358 255 0 -14 32,83701 1,400123 -4,369897
2 71,20045 0 0 0 0 351 366 353 358 255 0 -13 32,17535 1,270876 -4,523021
2 71,25647 0 0 0 0 351 367 354 359 255 0 -13 31,12728 0,8928491 -4,432079
2 71,3045 0 0 0 0 351 367 354 359 255 0 -12 30,49948 0,7892708 -4,621546
2 71,36025 0 0 0 0 351 367 354 359 255 0 -12 30,78042 1,727107 -4,728571
2 71,41821 0 0 0 0 351 367 354 359 255 0 -11 29,76632 1,728755 -4,756046
2 71,4783 0 0 0 0 351 366 354 359 255 0 -10 29,38452 2,317006 -4,877886
2 71,54083 0 0 0 0 351 366 354 360 255 0 -10 28,53852 2,647012 -4,889713
2 71,60529 0 0 0 0 351 366 354 359 255 0 -9 27,24189 2,905328 -4,885432
2 71,66966 0 0 0 0 351 366 354 359 255 0 -8 24,97136 2,411925 -4,661325
2 71,73669 0 0 0 0 351 365 354 359 255 0 -8 23,17037 2,256914 -4,782476
2 71,81084 0 0 0 0 350 365 354 359 255 0 -7 21,52537 2,364304 -4,635785
2 71,87196 0 0 0 0 350 364 354 359 255 0 -7 18,85675 1,829042 -4,583756
2 71,93927 0 0 0 0 350 364 353 359 255 0 -6 17,01476 1,734775 -4,486277
2 72,01834 0 0 0 0 350 363 353 358 255 0 -5 14,77129 1,030869 -4,65204
2 72,0868 0 0 0 0 350 362 353 358 255 0 -5 13,86809 2,047101 -4,912035
2 72,16206 0 0 0 0 350 362 353 358 255 0 -4 12,60573 3,235587 -4,697042
2 72,24734 0 0 0 0 349 361 353 357 255 0 -4 11,51042 2,401191 -4,899808
2 72,31915 0 0 0 0 349 361 352 357 255 0 -3 11,93241 4,3234 -4,977453
2 72,39954 0 0 0 0 349 360 352 357 255 0 -3 11,52545 5,068147 -4,934692
2 72,47572 0 0 0 0 349 360 352 356 255 0 -3 11,28532 4,352918 -4,720341
2 72,54579 0 0 0 0 349 359 352 356 255 0 -3 11,71502 4,417988 -4,194232
2 72,61574 0 0 0 0 349 359 351 356 255 0 -3 12,46539 5,501774 -4,304906
2 72,68391 0 0 0 0 349 358 351 355 255 0 -3 12,32551 4,551445 -4,233275
2 72,75729 0 0 0 0 349 358 351 355 255 0 -4 13,19457 4,598097 -4,571184
2 72,83586 0 0 0 0 349 357 351 355 255 0 -4 14,57156 4,412161 -4,957048
2 72,91839 0 0 0 0 348 357 351 355 255 0 -4 15,51591 2,490159 -4,571662
2 72,9802 0 0 0 0 348 357 351 354 255 0 -5 16,20339 1,958519 -4,27034
2 73,03991 0 0 0 0 348 356 351 354 255 0 -5 18,81219 2,594301 -3,826158
2 73,09875 0 0 0 0 348 356 350 354 255 0 -6 21,15487 3,495388 -3,429971
2 73,14989 0 0 0 0 348 356 350 354 255 0 -6 20,68703 1,835553 -3,842213
2 73,21665 0 0 0 0 348 356 350 354 255 0 -7 24,40015 4,712448 -4,512822
2 73,29276 0 0 0 0 348 356 351 354 255 0 -7 28,95704 8,605247 -5,285759
2 73,33866 0 0 0 0 349 356 351 354 255 0 -7 30,47143 6,694602 -5,098864
2 73,35619 0 0 0 0 349 356 351 354 255 0 -7 32,31791 12,08376 -2,647202
2 73,40546 0 0 0 0 349 357 351 354 255 0 -8 31,49106 9,39822 -3,999392
2 73,44947 0 0 0 0 349 357 351 354 255 0 -8 29,47033 3,69586 -3,635283
2 73,4959 0 0 0 0 349 357 351 354 255 0 -9 25,2161 2,210711 -3,411977
2 73,54461 0 0 0 0 349 357 351 354 255 0 -9 22,19555 -0,3410104 -3,332751
2 73,58437 0 0 0 0 349 357 351 354 255 0 -9 19,73767 -2,587642 -3,252465
2 73,63428 0 0 0 0 349 357 351 354 255 0 -8 19,14462 -4,046929 -3,745118
2 73,68552 0 0 0 0 349 356 351 354 255 0 -8 20,66261 -3,548136 -3,747206
2 73,74436 0 0 0 0 349 356 351 354 255 0 -7 22,25428 -2,882108 -4,349325
2 73,80465 0 0 0 0 349 357 351 354 255 0 -7 24,57312 -1,271161 -4,670101
2 73,86973 0 0 0 0 349 357 351 355 255 0 -7 28,18934 1,19427 -4,401028
2 73,92014 0 0 0 0 349 357 351 355 255 0 -7 29,75344 2,544343 -4,384058
2 73,96867 0 0 0 0 349 357 351 355 255 0 -8 31,83084 4,163437 -3,953351
2 74,01714 0 0 0 0 349 358 351 355 255 0 -8 33,47822 6,194882 -3,971759
2 74,06468 0 0 0 0 350 358 351 355 255 0 -8 35,40208 5,061102 -4,027737
2 74,10367 0 0 0 0 350 359 351 355 255 0 -9 36,62177 4,773788 -3,641255
2 74,13833 0 0 0 0 350 359 351 355 255 0 -9 35,54539 8,402882 -3,546802
2 74,16891 0 0 0 0 350 360 352 356 255 0 -10 37,49844 5,996472 -2,814013
2 74,20789 0 0 0 0 350 360 352 356 255 0 -10 36,21396 3,634148 -3,384386
2 74,24998 0 0 0 0 351 361 352 356 255 0 -11 33,22868 3,960677 -3,439872
2 74,281 0 0 0 0 351 362 352 356 255 0 -11 34,96406 1,605355 -3,219107
2 74,31686 0 0 0 0 351 362 352 356 255 0 -12 33,20081 1,199814 -3,255906
2 74,3548 0 0 0 0 351 362 352 356 255 0 -12 31,85332 1,784277 -3,664001
2 74,39476 0 0 0 0 351 362 352 357 255 0 -12 33,33012 2,439762 -3,629526
2 74,43891 0 0 0 0 351 363 352 357 255 0 -12 33,34415 2,133089 -3,993003
2 74,48228 0 0 0 0 351 363 353 357 255 0 -11 33,31749 2,257555 -3,93986
2 74,52826 0 0 0 0 351 363 353 357 255 0 -11 34,04031 3,4986 -4,074271
2 74,57544 0 0 0 0 351 363 353 358 255 0 -10 33,68973 3,979501 -4,209026
2 74,6256 0 0 0 0 351 363 353 358 255 0 -10 32,36973 4,251379 -3,833769
2 74,66924 0 0 0 0 351 363 353 358 255 0 -9 30,96555 3,22009 -3,996037
2 74,71754 0 0 0 0 351 363 353 358 255 0 -9 30,27966 4,557566 -3,895022
2 74,77132 0 0 0 0 351 363 353 358 255 0 -8 29,15178 4,395219 -3,743286
2 74,81647 0 0 0 0 351 363 353 358 255 0 -8 28,14579 3,270129 -3,80918
2 74,86483 0 0 0 0 351 363 353 358 255 0 -8 27,65436 3,218666 -3,564516
2 74,91724 0 0 0 0 351 363 353 358 255 0 -8 27,53194 3,704912 -3,565224
2 74,95741 0 0 0 0 351 363 353 357 255 0 -8 27,8366 1,999013 -3,345969
2 75,00447 0 0 0 0 351 363 353 357 255 0 -8 28,15582 3,315109 -3,52613
2 75,05908 0 0 0 0 351 363 353 357 255 0 -9 29,57115 4,594742 -3,826152
2 75,10158 0 0 0 0 351 363 353 357 255 0 -9 30,82354 2,928488 -3,547243
2 75,14787 0 0 0 0 351 363 353 357 255 0 -9 31,22365 3,208733 -3,630781
2 75,19266 0 0 0 0 351 364 353 357 255 0 -10 33,55201 5,733205 -3,447696
2 75,22694 0 0 0 0 352 364 353 357 255 0 -10 34,93782 3,000223 -3,14399
2 75,26454 0 0 0 0 352 364 353 358 255 0 -10 35,21213 2,911651 -3,3074
2 75,30207 0 0 0 0 352 364 353 358 255 0 -11 36,04446 6,112044 -3,147916
2 75,33318 0 0 0 0 352 365 353 358 255 0 -11 37,17003 2,127282 -3,120843
2 75,3662 0 0 0 0 352 365 353 358 255 0 -12 36,27804 2,287889 -3,264173
2 75,40098 0 0 0 0 352 365 353 358 255 0 -12 35,34079 4,150146 -3,300489
2 75,43843 0 0 0 0 352 365 353 358 255 0 -12 36,25663 2,607895 -3,580027
2 75,47342 0 0 0 0 352 366 353 358 255 0 -12 34,64637 2,165017 -3,296671
2 75,51052 0 0 0 0 352 366 353 358 255 0 -11 33,71088 2,653867 -3,454323
2 75,54795 0 0 0 0 352 366 353 359 255 0 -11 34,8604 1,776876 -3,490866
2 75,58694 0 0 0 0 352 366 353 359 255 0 -11 33,29007 2,088733 -3,502257
2 75,63122 0 0 0 0 352 366 353 359 255 0 -10 33,31443 3,887268 -3,704578
2 75,66738 0 0 0 0 352 366 353 359 255 0 -10 34,57061 2,512955 -3,526715
2 75,7076 0 0 0 0 352 366 353 359 255 0 -10 34,58228 3,468288 -3,528827
2 75,74853 0 0 0 0 352 366 353 359 255 0 -10 33,35642 4,376652 -3,326854
2 75,78223 0 0 0 0 352 366 353 359 255 0 -10 33,6409 2,355265 -3,313792
2 75,81738 0 0 0 0 353 367 353 359 255 0 -10 35,32147 3,795254 -3,15294
2 75,85023 0 0 0 0 353 367 353 359 187 0 -11 35,23359 4,638402 -2,906782
2 75,73698 0 0 0 0 353 367 353 359 76 0 -11 36,71894 1,831994 10,34959
2 75,62844 0 0 0 0 353 367 353 359 76 0 -11 37,81995 3,274281 7,03863
2 75,50546 0 0 0 0 353 368 353 359 76 0 -11 37,40382 4,773041 5,450461
2 75,40816 0 0 0 0 353 368 353 359 76 0 -11 36,88361 1,714702 4,987698
2 75,34277 0 0 0 0 353 368 353 359 255 0 -11 35,58452 3,739634 0,9368591
2 75,24764 0 0 0 0 353 368 353 359 255 0 -11 36,40853 5,244495 1,237822
2 75,1983 0 0 0 0 353 368 353 359 255 0 -11 36,19449 2,475039 2,661586
2 75,19971 0 0 0 0 353 368 353 359 255 0 -10 33,22876 3,582743 -1,383892
2 75,24333 0 0 0 0 353 368 353 359 255 0 -10 33,37513 5,951094 -4,261402
2 75,31118 0 0 0 0 353 368 353 359 255 0 -9 32,33605 2,968591 -5,805065
2 75,4277 0 0 0 0 353 367 353 359 255 0 -9 29,6857 4,147669 -8,308702
2 75,50708 0 0 0 0 353 367 353 359 255 0 -9 28,85345 5,594628 -4,941285
2 75,59362 0 0 0 0 352 366 353 359 255 0 -8 26,9504 3,883967 -10,93302
2 75,66592 0 0 0 0 352 366 353 359 255 0 -8 24,98196 3,941274 -6,414646
2 75,69334 0 0 0 0 352 365 353 359 255 0 -7 23,35741 5,915287 -1,847696
2 75,73995 0 0 0 0 352 365 353 358 255 0 -6 21,09024 4,741115 -3,267972
2 75,82087 0 0 0 0 352 364 353 358 255 0 -6 17,56553 4,120358 -4,859481
2 75,88488 0 0 0 0 351 363 353 358 255 0 -5 14,12248 7,401278 -3,552521
2 75,94186 0 0 0 0 351 363 352 358 255 0 -4 12,87948 11,96654 -3,81281
2 76,0161 0 0 0 0 351 362 352 357 255 0 -4 12,58395 15,59079 -5,167499
2 76,06625 0 0 0 0 351 361 352 357 255 0 -3 6,620969 18,54966 -4,750989
2 76,1246 0 0 0 0 351 361 352 356 255 0 -2 6,3537 16,4608 -4,140103
2 76,188 0 0 0 0 350 360 351 356 255 0 -2 3,430388 11,08544 -3,97341
2 76,24916 0 0 0 0 350 360 351 356 255 0 -1 1,940292 10,30511 -3,692862
2 76,2948 0 0 0 0 350 359 351 355 255 0 -1 2,226365 6,171307 -2,461095
2 76,31698 0 0 0 0 350 358 351 355 255 0 -1 2,128917 2,027154 -1,148282
2 76,32047 0 0 0 0 350 358 351 355 255 0 -1 2,132013 -3,854504 -0,1501852
2 76,32131 0 0 0 0 349 357 350 354 255 0 -1 1,873664 -6,094616 -0,04024144
2 76,33534 0 0 0 0 349 357 350 354 255 0 -1 1,26865 -6,941944 -1,196207
2 76,37532 0 0 0 0 349 357 350 354 255 0 -1 0,8268247 -5,814419 -2,516709
2 76,46335 0 0 0 0 349 356 350 354 255 0 -1 0,9592112 -2,65206 -5,542625
2 76,55724 0 0 0 0 349 356 350 354 255 0 -1 0,9522379 1,668759 -5,741116
2 76,62789 0 0 0 0 349 355 350 354 255 0 0 0,7719004 5,10254 -3,789538
2 76,68072 0 0 0 0 349 355 350 353 255 0 0 0,8709596 7,312288 -3,050904
2 76,73129 0 0 0 0 348 355 350 353 255 0 0 1,354362 9,241309 -3,094113
2 76,78752 0 0 0 0 348 354 349 353 255 0 0 2,086629 9,257434 -2,977541
2 76,82914 0 0 0 0 348 354 349 352 255 0 0 2,555723 8,833618 -2,794285
2 76,87236 0 0 0 0 348 354 349 352 255 0 0 3,098204 7,677948 -2,555649
2 76,9157 0 0 0 0 348 353 349 352 255 0 0 3,454755 5,506763 -2,501981
2 76,95419 0 0 0 0 348 353 349 352 255 0 -1 3,955441 3,464459 -2,3667
2 76,98949 0 0 0 0 348 353 349 351 255 0 -1 4,901129 3,026882 -2,066566
2 77,02695 0 0 0 0 348 352 349 351 255 0 -1 5,580571 1,788918 -2,278182
2 77,06413 0 0 0 0 347 352 349 351 255 0 -2 6,307867 1,108006 -2,321647
2 77,10579 0 0 0 0 347 352 349 351 255 0 -2 7,683157 2,608815 -2,516359
2 77,1546 0 0 0 0 347 352 349 351 255 0 -3 9,002406 3,089764 -2,864586
2 77,19174 0 0 0 0 347 351 349 351 255 0 -3 10,29225 2,835581 -2,516187
2 77,23397 0 0 0 0 347 351 348 350 255 0 -4 12,61893 3,691404 -2,634028
2 77,27921 0 0 0 0 347 351 348 350 255 0 -4 14,65742 4,346815 -2,778292
2 77,31357 0 0 0 0 347 351 348 350 255 0 -4 15,71093 4,542048 -2,53772
2 77,35333 0 0 0 0 347 351 349 350 255 0 -5 17,44215 4,61651 -2,743441
2 77,39835 0 0 0 0 347 351 349 350 255 0 -5 18,67852 8,00485 -2,849183
2 77,43916 0 0 0 0 347 351 349 350 255 0 -5 19,52563 11,50093 -3,279738
2 77,49123 0 0 0 0 347 351 349 351 255 0 -5 23,29528 12,80079 -4,093748
2 77,32993 0 0 0 0 347 351 349 351 255 0 -4 39,98819 38,70184 12,35567
2 77,32547 0 0 0 0 347 351 349 351 255 0 -4 26,98658 36,24891 -1,241919
2 77,3463 0 0 0 0 347 351 349 351 255 0 -4 23,50777 21,00371 -3,072134
2 77,39191 0 0 0 0 347 351 349 351 255 0 -4 21,44249 12,71915 -3,336269
2 77,44098 0 0 0 0 347 351 349 351 255 0 -4 18,81838 8,470775 -3,300111
2 77,48793 0 0 0 0 347 350 349 351 255 0 -4 17,15251 2,801941 -3,127491
2 77,53527 0 0 0 0 347 350 349 350 255 0 -4 19,55352 3,78659 -2,871374
2 77,57727 0 0 0 0 347 350 349 350 255 0 -4 19,67369 5,230774 -3,111523
2 77,62865 0 0 0 0 347 350 349 350 255 0 -4 19,14309 7,228613 -3,55711
2 77,67896 0 0 0 0 347 350 349 350 255 0 -4 20,9026 10,59045 -3,338494
2 77,72509 0 0 0 0 347 350 349 350 255 0 -4 21,00448 18,13575 -2,302046
2 77,75957 0 0 0 0 347 350 348 350 255 0 -5 22,34644 16,63739 -1,506196
2 77,80167 0 0 0 0 347 350 348 350 255 0 -5 24,13499 11,88765 -2,71816
2 77,83558 0 0 0 0 347 350 348 350 255 0 -6 23,12005 10,69188 -2,722838
2 77,87083 0 0 0 0 348 351 348 350 255 0 -6 23,18446 5,667244 -2,581561
2 77,90717 0 0 0 0 348 351 348 350 255 0 -7 24,43221 4,226718 -2,623741
2 77,9438 0 0 0 0 348 351 348 350 255 0 -7 25,58316 4,540043 -2,844131
2 77,97768 0 0 0 0 348 351 349 350 255 0 -7 27,14963 3,097475 -2,597425
2 78,01499 0 0 0 0 348 352 349 350 255 0 -8 29,43227 3,240024 -2,825821
2 78,04291 0 0 0 0 348 352 349 351 255 0 -8 31,69069 7,591359 -2,928522
2 78,07109 0 0 0 0 349 353 349 351 255 0 -9 33,64628 8,342043 -2,718247
2 78,08878 0 0 0 0 349 354 349 352 255 0 -9 35,90034 9,852999 -1,345358
2 78,10285 0 0 0 0 349 354 349 352 255 0 -10 36,78682 13,76563 -2,627831
2 78,11819 0 0 0 0 350 355 350 352 255 0 -10 38,18894 11,28965 -2,42116
