0 0,9292426 0 0 0 0 360 360 360 360 0 0
2 0,9337445 0 0 0 0 360 360 360 360 0 0
2 0,9387453 0 0 0 0 360 360 360 360 0 0
2 0,9437448 0 0 0 0 360 360 360 360 244 0
2 0,9487431 0 0 0 0 360 360 360 360 242 0
2 0,9537402 0 0 0 0 360 360 360 360 238 0
2 0,9587362 0 0 0 0 360 360 360 360 235 0
2 0,9637315 0 0 0 0 360 360 360 360 231 0
2 0,9686886 0 0 0 0 360 360 360 360 224 0
2 0,9677398 0 0 0 0 360 360 360 360 205 0
2 0,9395381 0 0 0 0 360 360 360 360 145 0
2 0,8610189 0 0 0 0 360 360 360 360 61 0
2 0,7450103 0 0 0 0 360 360 360 360 0 0
2 0,5692084 0 0 0 0 360 360 360 360 0 0
2 0,3639682 0 0 0 0 360 360 360 360 0 0
2 0,32627 0 0 0 0 360 360 360 360 0 0
2 0,4423704 0 0 0 0 360 360 360 360 0 0
2 0,4013829 0 0 0 0 360 360 360 360 0 0
2 0,3547179 0 0 0 0 360 360 360 360 0 0
2 0,298943 0 0 0 0 360 360 360 360 0 140
2 0,2188121 0 0 0 0 360 360 360 360 0 187
2 0,04411234 0 0 0 0 360 360 360 360 0 211
2 0,09592386 0 0 0 0 360 360 360 360 0 235
2 0,1150239 0 0 0 0 360 360 360 360 0 255
2 0,01572116 0 0 0 0 360 360 360 360 0 255
2 0,06601476 0 0 0 0 360 360 360 360 0 255
2 0,07766857 0 0 0 0 360 360 360 360 0 255
2 0,0128099 0 0 0 0 360 360 360 360 76 0
2 0,02345495 0 0 0 0 360 360 360 360 76 0
2 0,03733788 0 0 0 0 360 360 360 360 76 0
2 0,03370616 0 0 0 0 360 360 360 360 76 0
2 0,04882743 0 0 0 0 360 360 360 360 76 0
2 0,03298769 0 0 0 0 360 360 360 360 255 0
2 0,02761074 0 0 0 0 360 360 360 360 255 0
2 0,04851587 0 0 0 0 360 360 360 360 255 0
2 0,06263344 0 0 0 0 360 360 360 360 255 0
2 0,06599119 0 0 0 0 360 360 360 360 255 0
2 0,08907181 0 0 0 0 360 360 360 360 255 0
2 0,1391031 0 0 0 0 360 360 360 360 255 0
2 0,1895132 0 0 0 0 360 360 360 360 255 0
2 0,2334026 0 0 0 0 360 360 360 360 255 0
2 0,2872112 0 0 0 0 360 360 360 360 255 0
2 0,3601665 0 0 0 0 360 360 360 360 255 0
2 0,438412 0 0 0 0 360 360 360 360 255 0
2 0,5200105 0 0 0 0 360 360 360 360 255 0
2 0,5905786 0 0 0 0 360 360 360 360 255 0
2 0,6848736 0 0 0 0 360 360 360 360 255 0
2 0,7842026 0 0 0 0 360 360 360 360 255 0
2 0,8795114 0 0 0 0 360 360 360 360 255 0
2 0,9766813 0 0 0 0 360 360 360 360 255 0
2 1,085156 0 0 0 0 360 360 360 360 255 0
2 1,199817 0 0 0 0 360 360 360 360 255 0
2 1,310751 0 0 0 0 360 360 360 360 255 0
2 1,421646 0 0 0 0 360 360 360 360 255 0
2 1,542383 0 0 0 0 360 360 360 360 255 0
2 1,68249 0 0 0 0 360 360 360 360 255 0
2 1,834904 0 0 0 0 360 360 360 360 255 0
2 1,982754 0 0 0 0 360 360 360 360 255 0
2 2,127972 0 0 0 0 360 360 360 360 255 0
2 2,279203 0 0 0 0 360 360 360 360 255 0
2 2,445465 0 0 0 0 360 360 360 360 255 0
2 2,579829 0 0 0 0 360 360 360 360 255 0
2 2,730745 0 0 0 0 360 360 360 360 255 0
2 2,883616 0 0 0 0 360 360 360 360 255 0
2 3,036839 0 0 0 0 360 360 360 360 255 0
2 3,190445 0 0 0 0 360 360 360 360 255 0
2 3,345415 0 0 0 0 360 360 360 360 255 0
2 3,501729 0 0 0 0 360 360 360 360 255 0
2 3,674782 0 0 0 0 360 360 360 360 255 0
2 3,817073 0 0 0 0 360 360 360 360 255 0
2 3,976678 0 0 0 0 360 360 360 360 255 0
2 4,137532 0 0 0 0 360 360 360 360 255 0
2 4,299751 0 0 0 0 360 360 360 360 255 0
2 4,463433 0 0 0 0 360 360 360 360 255 0
2 4,628705 0 0 0 0 360 360 360 360 255 0
