0 14,5205 0 0 0 0 401 376 394 379 0 0 -46
4 14,38787 0 0 0 0 401 376 394 379 0 0 -46
4 14,22099 0 0 0 0 400 377 394 378 0 0 -46
4 14,08044 0 0 0 0 399 376 393 378 255 0 -45
4 13,94081 0 0 0 0 398 377 392 378 255 0 -44
4 13,77381 0 0 0 0 398 378 391 378 255 0 -44
4 13,59558 0 0 0 0 398 379 391 380 255 0 -44
4 13,43186 0 0 0 0 397 378 391 381 255 0 -45
4 13,29053 0 0 0 0 396 378 390 381 255 0 -45
4 13,12206 0 0 0 0 396 377 390 381 255 0 -46
4 12,98236 0 0 0 0 396 377 389 381 255 0 -46
4 12,85776 0 0 0 0 396 378 390 383 255 0 -47
4 12,71271 0 0 0 0 395 377 390 383 255 0 -48
4 12,57249 0 0 0 0 394 375 389 382 255 0 -48
4 12,45468 0 0 0 0 395 375 390 383 255 0 -48
4 12,30646 0 0 0 0 394 374 390 383 255 0 -49
4 12,19689 0 0 0 0 394 375 390 381 255 0 -49
4 12,07145 0 0 0 0 394 375 391 381 255 0 -49
4 11,92973 0 0 0 0 395 374 391 383 255 0 -49
4 11,81202 0 0 0 0 394 374 391 384 255 0 -48
4 11,70757 0 0 0 0 395 375 394 386 255 0 -48
4 11,5894 0 0 0 0 396 376 393 388 255 0 -48
4 11,49209 0 0 0 0 395 376 393 388 255 0 -48
4 11,38644 0 0 0 0 396 376 396 390 255 0 -48
4 11,29448 0 0 0 0 398 375 395 392 255 0 -48
4 11,20332 0 0 0 0 396 376 396 391 255 0 -49
4 11,1175 0 0 0 0 396 376 398 391 255 0 -50
4 11,03297 0 0 0 0 398 377 397 393 255 0 -52
4 10,96159 0 0 0 0 397 376 398 392 255 0 -55
4 10,89142 0 0 0 0 396 376 400 391 255 0 -57
4 10,81644 0 0 0 0 398 376 399 395 255 0 -60
4 10,75236 0 0 0 0 398 377 401 394 255 83 -63
4 10,69013 0 0 0 0 397 377 402 395 255 129 -66
4 10,63108 0 0 0 0 399 377 401 398 255 171 -70
4 10,57876 0 0 0 0 400 378 404 398 255 203 -73
4 10,52432 0 0 0 0 399 378 404 399 255 253 -76
4 10,46329 0 0 0 0 400 378 403 402 255 255 -80
4 10,40995 0 0 0 0 402 376 406 400 255 255 -83
4 10,36506 0 0 0 0 400 377 405 401 255 255 -87
4 10,31859 0 0 0 0 400 377 405 401 255 255 -90
4 10,28273 0 0 0 0 401 378 408 400 255 255 -93
4 10,25409 0 0 0 0 400 379 407 401 255 255 -97
4 10,22393 0 0 0 0 399 380 408 402 255 255 -100
4 10,20701 0 0 0 0 400 380 410 405 229 255 -103
4 10,19777 0 0 0 0 400 381 409 408 111 255 -107
