5 50,78642 0 0 0 0 351 351 356 357 255 0 0 -0,07651559 -0,315416 -3,48648
5 50,84065 0 0 0 0 351 351 356 357 255 0 0 -0,366972 -0,1586628 -3,651453
5 50,90934 0 0 0 0 350 351 356 357 255 0 0 -0,5984975 0,01126887 -3,756982
5 50,97095 0 0 0 0 350 351 356 357 255 0 0 -0,7565406 0,149894 -3,692183
5 51,02674 0 0 0 0 350 351 356 357 255 0 0 -0,890455 0,05998269 -3,709751
5 51,09302 0 0 0 0 350 351 356 357 255 0 0 -0,9784081 -0,02715508 -3,621933
5 51,15377 0 0 0 0 350 350 356 357 255 0 0 -1,051229 -0,02464037 -3,666993
5 51,20651 0 0 0 0 350 350 356 356 255 0 0 -1,067677 0,05683623 -3,490294
5 51,2703 0 0 0 0 350 350 355 356 255 0 0 -1,071571 0,0484291 -3,508876
5 51,32642 0 0 0 0 350 350 355 356 255 0 0 -0,9010426 0,0247285 -3,35098
5 51,37705 0 0 0 0 350 350 355 356 255 0 0 -0,4137986 0,2401076 -3,404746
5 51,4399 0 0 0 0 350 350 355 356 255 0 -1 -0,1877773 0,02858832 -3,405243
5 51,49871 0 0 0 0 350 350 355 356 255 0 -1 0,1000061 0,09030196 -3,541755
5 51,55888 0 0 0 0 350 350 355 356 255 0 -1 0,3563668 0,04727166 -3,584721
5 51,61738 0 0 0 0 350 350 355 356 255 0 -2 0,7210066 0,0348283 -3,488612
5 51,67562 0 0 0 0 350 350 355 356 255 0 -2 1,004235 -0,08245 -3,477186
5 51,72533 0 0 0 0 350 350 355 356 255 0 -3 1,390447 -0,1246166 -3,29361
5 51,78676 0 0 0 0 350 350 355 355 255 0 -3 1,838709 -0,0771632 -3,366308
5 51,84109 0 0 0 0 350 350 355 355 255 0 -4 2,364365 -0,04291919 -3,248301
5 51,89133 0 0 0 0 350 350 355 355 255 0 -4 2,634947 0,08055439 -3,402232
5 51,95155 0 0 0 0 350 350 355 355 255 0 -5 2,689246 0,1615248 -3,282201
5 52,00819 0 0 0 0 350 350 354 355 255 0 -5 2,737308 0,3345681 -3,485238
5 52,05924 0 0 0 0 350 350 354 355 255 0 -5 2,866771 0,212631 -3,432562
5 52,12423 0 0 0 0 350 350 354 355 255 0 -4 3,106428 0,1676795 -3,655958
5 52,18361 0 0 0 0 350 350 354 355 255 0 -4 3,342062 0,2030623 -3,595475
5 52,24261 0 0 0 0 350 350 354 355 255 0 -3 3,513737 0,02788613 -3,622859
5 52,29997 0 0 0 0 350 350 354 355 255 0 -3 3,654665 -0,02760567 -3,473058
5 52,35563 0 0 0 0 350 350 354 355 255 0 -2 3,789936 -0,05543109 -3,426579
5 52,40497 0 0 0 0 350 350 354 355 255 0 -1 3,882106 0,1194705 -3,33454
5 52,46428 0 0 0 0 350 350 354 355 255 0 -1 3,861832 0,1575029 -3,32413
5 52,51923 0 0 0 0 350 350 354 355 255 0 0 3,831146 0,2055038 -3,359142
5 52,5681 0 0 0 0 350 350 354 355 255 0 0 3,858979 0,2703772 -3,364583
5 52,62894 0 0 0 0 350 350 354 355 255 0 0 3,945531 0,3346018 -3,377568
5 52,68279 0 0 0 0 350 350 354 355 255 0 0 3,915291 0,3475369 -3,311827
5 52,73242 0 0 0 0 350 350 354 355 255 0 0 3,860742 0,3926079 -3,357798
5 52,79174 0 0 0 0 350 350 354 355 255 0 0 3,763997 0,4136227 -3,315944
5 52,84716 0 0 0 0 350 350 354 355 255 0 0 3,659089 0,5156197 -3,372377
5 52,9013 0 0 0 0 350 350 354 355 255 0 0 3,29701 0,5444052 -3,308869
5 52,95691 0 0 0 0 350 350 354 355 255 0 1 2,62533 0,4167488 -3,37962
5 53,01065 0 0 0 0 350 350 354 355 255 0 1 1,555257 0,3049721 -3,239029
5 53,06007 0 0 0 0 350 350 354 355 255 0 1 1,45622 0,1664263 -3,281407
5 53,1117 0 0 0 0 350 350 354 355 255 0 2 0,9071458 -0,1518161 -3,091228
5 53,16873 0 0 0 0 350 350 354 355 255 0 2 0,5314085 -0,2780033 -3,095099
5 53,21273 0 0 0 0 350 350 354 355 255 0 3 -0,1780843 -0,4313897 -2,911533
5 53,26825 0 0 0 0 350 350 354 355 255 0 3 0,1091736 -0,1986267 -3,034037
5 53,31696 0 0 0 0 350 350 354 354 255 0 4 -0,02056589 -0,1876109 -2,919575
5 53,36391 0 0 0 0 350 350 354 354 255 0 4 -0,07805888 -0,1370233 -3,131394
5 53,42023 0 0 0 0 350 350 354 354 255 0 3 -0,3109253 -0,2273068 -3,073699
5 53,47469 0 0 0 0 350 350 354 354 255 0 3 -0,5303306 -0,3523951 -3,274411
5 53,52731 0 0 0 0 350 350 354 354 255 0 3 -0,7081839 -0,4595389 -3,15174
5 53,58184 0 0 0 0 350 350 354 354 255 0 2 -0,9211873 -0,5619569 -3,288304
5 53,63402 0 0 0 0 350 350 354 354 255 0 2 -1,026279 -0,6527121 -3,122436
5 53,68266 0 0 0 0 350 350 354 354 255 0 1 -1,173434 -0,5599976 -3,24597
5 53,73931 0 0 0 0 350 350 354 354 255 0 1 -1,085993 -0,5164359 -3,060937
5 53,79309 0 0 0 0 350 350 354 354 255 0 0 -1,443101 -0,481364 -3,247368
5 53,83976 0 0 0 0 350 350 353 354 255 0 0 -1,58964 -0,6201224 -3,132777
5 53,89893 0 0 0 0 350 350 354 354 255 0 0 -1,733345 -0,6298078 -3,254791
5 53,95038 0 0 0 0 349 350 354 354 255 0 0 -1,757213 -0,8134763 -3,085294
5 53,99725 0 0 0 0 349 350 353 354 255 0 0 -1,781913 -0,8592848 -3,139571
5 54,05163 0 0 0 0 349 350 353 354 255 0 0 -1,734611 -1,054834 -2,934492
5 54,10146 0 0 0 0 349 350 353 354 255 0 0 -1,738368 -0,9793093 -3,018046
5 54,14504 0 0 0 0 349 350 353 354 255 0 0 -1,687638 -1,03807 -2,90286
5 54,19977 0 0 0 0 349 350 353 354 255 0 0 -1,673645 -0,8474537 -3,035939
5 54,25003 0 0 0 0 349 350 353 354 255 0 0 -1,639649 -0,7592027 -3,033989
5 54,29684 0 0 0 0 349 350 353 354 255 0 0 -1,624498 -0,5090355 -3,170304
5 54,35507 0 0 0 0 349 350 353 354 255 0 0 -1,584665 -0,4016031 -3,184716
5 54,40923 0 0 0 0 349 350 353 354 255 0 0 -1,560707 -0,2017561 -3,28197
5 54,45798 0 0 0 0 349 350 353 354 255 0 0 -1,517234 -0,03097137 -3,250821
5 54,5173 0 0 0 0 349 350 353 354 255 0 0 -1,478523 0,1500897 -3,264148
5 54,57045 0 0 0 0 349 350 353 354 255 0 0 -1,424778 0,2616952 -3,199762
5 54,61763 0 0 0 0 349 350 353 354 255 0 0 -1,378224 0,4725737 -3,156881
5 54,67501 0 0 0 0 349 350 353 354 255 0 0 -1,315928 0,6057847 -3,12004
5 54,72682 0 0 0 0 349 350 353 354 255 0 0 -1,269545 0,8326867 -3,127823
5 54,77865 0 0 0 0 349 350 353 354 255 0 0 -1,194543 0,9129664 -3,099423
5 54,83004 0 0 0 0 349 350 353 353 255 0 0 -1,151605 1,123946 -3,107493
5 54,88166 0 0 0 0 349 350 353 353 255 0 0 -1,08832 1,147709 -3,107325
5 54,92713 0 0 0 0 349 350 353 353 255 0 0 -1,034537 1,337542 -3,047377
5 54,98363 0 0 0 0 349 350 353 353 255 0 0 -0,9673531 1,271874 -3,080316
5 55,03366 0 0 0 0 349 350 353 353 255 0 0 -0,8141818 1,425717 -3,008808
5 55,07972 0 0 0 0 349 350 353 353 255 0 0 -0,3018097 1,329644 -3,057469
5 55,13393 0 0 0 0 349 350 353 353 255 0 0 0,02650116 1,226982 -2,958158
5 55,17931 0 0 0 0 349 350 353 353 255 0 0 0,2711642 0,9522992 -3,026458
5 55,23191 0 0 0 0 349 350 353 353 255 0 -1 0,7258547 0,7915378 -2,862942
5 55,27585 0 0 0 0 349 350 353 353 255 0 -1 0,9590214 0,6469516 -2,907725
5 55,32658 0 0 0 0 349 350 353 353 255 0 -2 1,41719 0,5064936 -2,751323
5 55,36915 0 0 0 0 349 350 353 353 255 0 -2 1,738365 0,4606819 -2,826259
5 55,4186 0 0 0 0 349 350 353 353 255 0 -3 2,326908 0,3236904 -2,691613
5 55,4652 0 0 0 0 349 350 353 353 255 0 -3 2,700768 0,3214945 -2,818855
5 55,50514 0 0 0 0 349 350 353 353 255 0 -4 3,350185 0,1944055 -2,70379
5 55,55183 0 0 0 0 349 350 353 353 255 0 -4 3,804146 0,227619 -2,80272
5 55,60143 0 0 0 0 349 350 353 353 255 0 -5 4,481933 0,09412821 -2,773779
5 55,64364 0 0 0 0 349 350 353 353 255 0 -5 5,060037 0,1901185 -2,83808
5 55,6938 0 0 0 0 349 350 353 353 255 0 -6 5,777649 0,06034411 -2,877592
5 55,7401 0 0 0 0 349 350 353 353 255 0 -6 6,218997 0,2767265 -2,87302
5 55,78101 0 0 0 0 350 350 353 353 255 0 -6 6,446373 0,2449954 -2,937063
5 55,82679 0 0 0 0 350 350 353 353 255 0 -6 6,842165 0,5141677 -2,848829
5 55,87657 0 0 0 0 350 350 353 353 255 0 -6 7,166925 0,4808959 -2,971857
5 55,91649 0 0 0 0 350 350 353 353 255 0 -6 7,516796 0,6990768 -2,809988
5 55,96593 0 0 0 0 350 350 353 354 255 0 -5 7,832041 0,4713337 -3,036822
5 56,00892 0 0 0 0 350 350 354 354 255 0 -5 8,032693 0,6591517 -2,80426
5 56,05325 0 0 0 0 350 350 354 354 255 0 -4 8,223784 0,3351231 -3,009687
5 56,09077 0 0 0 0 350 350 354 354 255 0 -3 8,331332 0,4890042 -2,778039
5 56,1382 0 0 0 0 350 350 354 355 255 0 -3 8,41878 0,2648407 -2,959939
5 56,17453 0 0 0 0 350 350 354 355 255 0 -2 8,632169 0,3505903 -2,743136
5 56,2206 0 0 0 0 350 350 354 355 255 0 -1 9,007568 0,2178141 -2,908527
5 56,25547 0 0 0 0 350 351 354 356 255 0 -1 9,381802 0,204096 -2,694789
5 56,30005 0 0 0 0 350 351 355 356 255 0 -1 9,58852 0,1574465 -2,852862
5 56,3337 0 0 0 0 350 351 355 356 255 0 -1 9,981664 0,1827801 -2,6584
5 56,37704 0 0 0 0 350 351 355 356 255 0 -2 10,05513 0,1375856 -2,806327
5 56,41002 0 0 0 0 350 352 355 357 255 0 -2 10,29119 0,1360384 -2,631526
5 56,45243 0 0 0 0 350 352 355 357 255 0 -3 10,38103 0,1377129 -2,756569
5 56,48847 0 0 0 0 350 353 355 357 255 0 -3 10,68506 0,1703837 -2,601657
5 56,52219 0 0 0 0 350 353 355 357 255 0 -4 10,60441 0,1105244 -2,639323
5 56,55679 0 0 0 0 351 353 355 357 255 0 -5 11,11917 0,1955319 -2,577431
5 56,59634 0 0 0 0 351 354 355 358 255 0 -5 11,07998 0,06763889 -2,605614
5 56,62653 0 0 0 0 351 355 355 358 255 0 -6 11,62623 0,1135636 -2,553285
5 56,66469 0 0 0 0 351 355 356 358 255 0 -7 11,50101 0,00731289 -2,597411
5 56,69348 0 0 0 0 351 356 356 359 165 0 -7 11,98872 -0,02453255 -2,492643
5 56,67712 0 0 0 0 351 356 356 359 76 0 -8 12,59429 -0,1726674 2,365653
5 56,63962 0 0 0 0 351 357 356 359 76 0 -8 13,17523 -0,1415841 2,22132
5 56,59213 0 0 0 0 351 358 356 359 76 0 -9 13,19043 -0,07526357 1,555838
5 56,55013 0 0 0 0 352 358 356 359 76 0 -9 13,83168 -0,02129545 1,714298
5 56,50772 0 0 0 0 352 359 356 360 255 0 -10 13,83196 0,02752478 1,312372
5 56,47039 0 0 0 0 352 360 356 360 255 0 -11 14,36128 0,09654106 1,387993
5 56,45956 0 0 0 0 352 361 356 360 255 0 -11 14,24063 0,1631164 -0,1601911
5 56,46568 0 0 0 0 353 361 356 361 255 0 -12 14,41464 0,3110629 -1,681378
5 56,50113 0 0 0 0 353 362 356 361 255 0 -12 14,1451 0,2915926 -3,100765
5 56,5482 0 0 0 0 353 363 357 362 227 0 -12 13,80762 0,2932959 -4,226495
5 56,49515 0 0 0 0 353 364 357 363 160 202 -13 14,61182 0,840448 4,060829
5 56,34084 0 0 0 0 353 365 358 364 76 255 -13 14,85621 0,7333469 9,754525
5 56,13496 0 0 0 0 354 366 358 364 0 255 -13 15,78749 0,9787269 13,69159
5 55,79585 0 0 0 0 355 369 359 365 0 255 -14 16,18505 1,092983 18,34086
5 55,40566 0 0 0 0 357 371 359 366 0 255 -14 15,73642 1,14175 22,57625
5 55,05917 0 0 0 0 359 371 359 366 0 255 -15 16,67905 1,300942 21,16542
5 54,67623 0 0 0 0 360 374 359 367 0 255 -16 17,16764 1,295268 18,66371
5 54,30391 0 0 0 0 364 375 359 367 0 255 -17 16,34263 1,178615 20,987
5 53,92467 0 0 0 0 367 377 359 368 0 255 -18 16,10257 0,904198 21,34691
5 53,62178 0 0 0 0 366 378 359 368 0 255 -18 16,84319 0,6944255 17,95912
5 53,27039 0 0 0 0 366 380 359 369 0 255 -19 16,91914 0,2948205 17,47168
5 52,90413 0 0 0 0 369 382 360 369 0 255 -19 15,40488 -0,2347015 20,85731
5 52,53366 0 0 0 0 371 383 360 370 0 255 -19 15,23208 -0,6116011 20,73979
5 52,2161 0 0 0 0 369 383 360 371 0 255 -19 16,20969 -0,9009488 16,91438
5 51,95093 0 0 0 0 368 385 360 371 0 255 -20 16,19535 -1,205274 16,0036
5 51,60793 0 0 0 0 371 387 361 372 0 255 -20 15,06371 -1,265741 19,83557
5 51,19692 0 0 0 0 375 388 361 372 0 255 -20 15,26272 -0,5698915 20,98855
5 50,87925 0 0 0 0 376 389 361 373 0 255 -21 17,46874 0,4064275 18,60047
5 50,51467 0 0 0 0 373 390 361 374 0 255 -21 18,572 1,210143 17,46182
5 50,16855 0 0 0 0 374 391 362 374 0 255 -21 17,9594 1,607677 21,53031
5 49,71739 0 0 0 0 381 394 362 376 0 255 -21 18,96299 2,302813 22,54897
5 49,39645 0 0 0 0 381 395 362 376 0 255 -22 20,93002 2,979465 17,78723
5 49,04663 0 0 0 0 377 396 363 378 0 255 -22 20,89631 3,26743 15,91117
5 48,70491 0 0 0 0 377 398 363 379 0 255 -22 19,9253 3,05097 20,47821
5 48,25631 0 0 0 0 382 399 364 380 0 255 -22 20,21454 3,466682 21,51666
5 47,94115 0 0 0 0 385 400 364 381 127 255 -22 21,98489 4,865092 17,80426
5 47,62951 0 0 0 0 384 402 364 382 127 255 -22 22,38128 3,796364 14,9298
5 47,28178 0 0 0 0 379 404 365 383 127 255 -22 21,49516 3,893735 18,43098
5 46,86625 0 0 0 0 381 404 366 384 127 255 -22 21,01059 4,037988 19,65718
5 46,55123 0 0 0 0 386 405 367 385 0 255 -22 22,14691 4,155943 16,90611
5 46,1975 0 0 0 0 387 407 367 385 0 255 -22 22,71075 4,117095 14,97089
5 45,84821 0 0 0 0 386 409 368 387 0 255 -22 21,88877 3,999016 18,07486
5 45,51077 0 0 0 0 385 410 368 388 0 255 -22 20,89265 3,847384 19,5203
5 45,12598 0 0 0 0 387 411 368 388 0 255 -23 21,37263 3,631448 17,01515
5 44,80015 0 0 0 0 387 412 368 388 0 255 -23 21,14545 3,309224 15,84418
5 44,47608 0 0 0 0 387 412 369 389 0 255 -24 20,89301 2,942296 15,90822
5 44,16185 0 0 0 0 388 414 369 391 0 255 -24 21,1143 2,788752 15,20649
5 43,81114 0 0 0 0 388 415 369 392 0 255 -24 20,10479 2,729595 18,1875
5 43,44503 0 0 0 0 390 418 370 392 0 255 -24 19,75108 2,98069 18,97256
5 43,13919 0 0 0 0 391 416 370 391 0 255 -25 21,11551 3,380291 16,6278
5 42,80276 0 0 0 0 392 416 370 392 0 166 -25 21,6313 3,735172 15,5936
5 42,55657 0 0 0 0 390 419 370 393 0 0 -25 20,71894 4,199127 12,32924
5 42,33117 0 0 0 0 388 419 371 393 0 0 -25 22,45047 4,467999 7,985891
5 42,16726 0 0 0 0 390 417 371 393 124 0 -25 22,11578 4,582195 5,773003
5 42,04155 0 0 0 0 391 418 371 394 202 0 -24 22,24442 4,63088 4,055634
5 41,93775 0 0 0 0 388 421 371 396 255 0 -23 22,21994 4,641833 1,050722
5 41,90529 0 0 0 0 386 418 372 396 255 0 -22 21,92902 4,737401 -2,581439
5 41,91098 0 0 0 0 387 417 373 396 255 0 -21 21,47007 4,861455 -4,713136
5 41,92484 0 0 0 0 386 418 374 399 255 0 -19 21,82959 7,225292 -4,33217
5 41,92672 0 0 0 0 383 417 375 399 255 0 -18 21,943 6,461682 -4,270237
5 41,92871 0 0 0 0 383 415 375 398 255 0 -17 22,26494 5,876481 -4,327397
5 41,93653 0 0 0 0 383 416 376 400 255 0 -16 22,2479 5,754825 -4,664975
5 41,9506 0 0 0 0 381 416 377 401 255 0 -16 22,03024 5,556219 -4,880334
5 41,96729 0 0 0 0 379 414 378 400 255 0 -15 21,59331 5,20601 -4,679454
5 41,98053 0 0 0 0 380 414 378 402 255 0 -15 21,0162 4,677368 -4,412817
5 41,99334 0 0 0 0 379 415 378 401 255 0 -14 20,38998 4,253452 -4,221124
5 42,00637 0 0 0 0 377 413 379 401 255 0 -14 19,82923 3,855914 -4,171391
5 42,02251 0 0 0 0 378 412 379 402 255 0 -13 19,48815 3,55185 -4,129798
5 42,04165 0 0 0 0 377 412 378 402 255 0 -13 19,32391 3,459407 -4,109014
5 42,05896 0 0 0 0 375 412 379 401 255 0 -12 19,36436 3,460669 -4,171541
5 42,08331 0 0 0 0 375 410 378 402 255 0 -12 19,50708 3,64141 -4,328673
5 42,10965 0 0 0 0 375 410 378 401 255 0 -11 19,63295 3,885671 -4,551093
5 42,13667 0 0 0 0 374 410 378 401 255 0 -10 19,94463 4,162436 -4,775814
5 42,17006 0 0 0 0 373 408 379 402 255 0 -9 19,78709 4,474779 -4,917264
5 42,20907 0 0 0 0 373 407 379 401 255 0 -8 20,12637 4,80417 -5,022839
5 42,2417 0 0 0 0 373 406 379 401 255 0 -7 20,44755 5,107721 -5,047412
5 42,28123 0 0 0 0 371 405 379 402 255 0 -7 20,65261 5,426466 -5,013199
5 42,25924 0 0 0 0 371 405 379 401 255 95 -6 21,53023 8,23298 0,04375637
5 42,16219 0 0 0 0 372 405 379 401 255 174 -6 21,81768 7,50213 5,014797
5 41,97065 0 0 0 0 371 404 379 400 255 229 -7 21,64768 6,565702 8,612127
5 41,75191 0 0 0 0 371 405 379 400 255 255 -7 21,21264 6,387001 10,92867
5 41,53497 0 0 0 0 373 406 378 399 249 255 -8 20,6738 6,467132 12,45914
5 41,249 0 0 0 0 376 407 378 398 177 255 -9 20,25262 6,438426 13,844
5 41,02345 0 0 0 0 376 404 378 398 36 255 -10 20,78112 6,495481 11,01807
5 40,81824 0 0 0 0 376 405 377 397 0 255 -12 21,07223 6,45815 12,00621
5 40,43764 0 0 0 0 375 407 377 397 0 255 -13 19,38782 6,215561 20,45127
5 40,04424 0 0 0 0 376 408 376 396 0 255 -14 18,27449 5,665709 22,21174
5 39,71457 0 0 0 0 379 404 376 395 0 255 -15 19,42305 5,411698 17,33635
5 39,42251 0 0 0 0 379 403 375 394 0 255 -16 19,36459 4,943609 15,62826
5 39,06873 0 0 0 0 378 406 375 393 0 255 -17 17,18574 4,472771 20,55941
5 38,74428 0 0 0 0 377 407 374 393 0 255 -18 16,2614 4,265714 20,39197
5 38,3535 0 0 0 0 380 405 373 391 0 255 -19 15,76042 4,037754 20,25102
5 37,99108 0 0 0 0 384 403 373 390 0 255 -20 15,194 3,926786 21,00195
5 37,66772 0 0 0 0 383 402 372 390 0 255 -21 16,277 3,733997 17,86323
5 37,36699 0 0 0 0 381 404 372 389 0 255 -21 16,11492 3,308015 16,74131
5 37,01659 0 0 0 0 380 405 371 389 0 255 -22 13,9682 2,759503 20,61967
5 36,70817 0 0 0 0 380 405 371 387 0 255 -23 13,25277 2,199681 19,52921
5 36,43475 0 0 0 0 383 403 370 386 0 255 -24 14,16096 1,541772 14,37701
5 36,16206 0 0 0 0 384 399 370 386 0 255 -24 14,01565 1,053833 13,87432
5 35,87957 0 0 0 0 382 400 370 386 0 255 -25 11,93866 0,7431476 18,78673
5 35,51775 0 0 0 0 381 403 369 385 0 255 -26 11,32471 0,6420414 19,22894
5 35,23748 0 0 0 0 382 403 368 383 127 255 -26 12,64678 0,5189137 15,67164
5 35,01911 0 0 0 0 382 400 367 382 127 255 -27 13,2256 0,4335532 13,47346
5 34,69745 0 0 0 0 382 397 368 382 127 255 -28 11,98755 0,4993412 17,51936
5 34,37523 0 0 0 0 384 399 368 382 0 255 -28 11,5467 0,7532017 18,87165
5 34,07669 0 0 0 0 385 401 367 381 0 255 -29 13,21008 1,163756 17,17029
5 33,82353 0 0 0 0 383 400 366 379 0 255 -29 14,8318 1,499491 13,42833
5 33,51044 0 0 0 0 382 398 366 379 0 255 -29 13,26971 1,726204 18,70405
